Age,Monthly_Income,Credit_Score,Loan_Amount_Requested,Employment_Status,Existing_Debts,Number_of_Previous_Loans,Payment_History,Debt_to_Income_Ratio,Repayment_Status
32,6463,722,38638,Employed,12010,0,Excellent,0.1,1
30,13261,693,20843,Employed,6238,7,Good,0.5,1
34,15054,534,45714,Employed,12746,6,Good,0.51,1
41,10857,629,43191,Employed,14020,6,Good,0.63,1
25,19909,624,6434,Unemployed,7970,6,Excellent,0.05,1
67,2487,450,34339,Employed,394,4,Good,0.3,1
44,3465,845,20973,Employed,5315,3,Good,0.06,1
62,8816,331,42107,Employed,9765,6,Good,0.29,1
40,15546,571,12635,Employed,12145,2,Good,0.37,1
63,2368,667,1596,Employed,1062,8,Good,0.39,1
25,19947,791,22457,Unemployed,10388,1,Good,0.28,1
25,19013,615,33415,Employed,2423,0,Excellent,0.52,1
43,5878,667,29321,Employed,10605,7,Excellent,0.32,1
64,16963,379,15834,Employed,14043,5,Fair,0.39,0
30,19818,471,38018,Employed,4551,3,Good,0.57,0
56,14746,557,21709,Employed,4371,9,Fair,0.16,1
54,2576,578,4371,Self-Employed,5674,8,Poor,0.26,0
66,19523,803,1157,Unemployed,3581,4,Fair,0.39,1
45,16669,790,17032,Self-Employed,13549,0,Good,0.55,1
42,7885,636,4318,Employed,6548,0,Good,0.33,1
33,9722,820,14462,Self-Employed,4258,6,Excellent,0.1,1
72,18587,625,46010,Employed,9834,0,Poor,0.69,1
19,6980,471,40989,Self-Employed,4895,5,Good,0.51,1
71,9277,383,9957,Employed,6947,6,Excellent,0.52,1
35,6862,823,12843,Self-Employed,7784,9,Excellent,0.35,1
34,2450,780,3612,Employed,7236,4,Fair,0.41,1
47,9750,843,21946,Self-Employed,5228,2,Excellent,0.7,1
56,4318,717,13020,Employed,12467,2,Excellent,0.44,1
30,5100,638,13773,Employed,14467,1,Good,0.19,0
49,12841,619,31247,Employed,1542,0,Fair,0.68,0
67,16553,603,1443,Employed,2899,7,Good,0.4,1
46,15833,571,39741,Employed,10226,8,Fair,0.06,1
63,7755,413,18288,Employed,1478,1,Fair,0.42,0
47,12407,706,3910,Employed,9203,3,Fair,0.1,1
35,17507,325,45169,Employed,9623,2,Good,0.39,0
30,15741,536,35569,Employed,13972,3,Good,0.59,1
60,13590,609,18309,Employed,11448,3,Excellent,0.4,1
38,13805,532,12913,Employed,8648,7,Excellent,0.29,1
47,19062,848,15265,Employed,5010,2,Good,0.62,1
38,14565,564,29963,Employed,11256,2,Excellent,0.65,1
65,14147,312,30905,Unemployed,4051,5,Good,0.28,1
72,10023,795,25235,Unemployed,3576,2,Excellent,0.37,1
34,7537,615,49824,Self-Employed,7835,4,Excellent,0.69,1
57,2027,683,10426,Employed,8095,3,Fair,0.17,1
36,19943,615,3922,Self-Employed,6653,3,Good,0.24,1
69,10790,555,41323,Employed,2292,1,Good,0.33,0
32,1711,740,31091,Employed,4879,8,Good,0.12,1
26,19598,414,28771,Unemployed,7205,4,Good,0.23,1
69,12022,598,10776,Student,1138,4,Good,0.4,1
27,16615,423,1919,Self-Employed,2545,6,Good,0.2,1
61,6649,555,38772,Employed,9552,2,Good,0.5,1
48,10724,346,21954,Employed,14794,5,Excellent,0.28,1
70,19216,762,21837,Employed,3190,0,Excellent,0.11,1
40,15121,649,10958,Employed,14979,4,Good,0.55,1
69,8320,422,6575,Self-Employed,8247,4,Good,0.42,1
47,16261,330,8945,Employed,4519,8,Fair,0.59,0
50,11532,354,47962,Employed,11383,4,Fair,0.28,0
74,15502,452,11863,Employed,12337,7,Good,0.06,1
69,11830,755,16857,Employed,11628,2,Good,0.08,1
26,14243,585,33309,Student,14708,5,Poor,0.57,0
71,18327,335,23954,Employed,10151,1,Fair,0.32,0
64,18810,555,34368,Employed,13673,8,Excellent,0.68,1
18,18506,477,28742,Employed,10321,5,Excellent,0.59,1
61,11171,847,13134,Employed,4977,4,Excellent,0.06,1
52,13077,553,49058,Self-Employed,6704,8,Good,0.62,1
28,18117,807,12580,Employed,6191,0,Good,0.19,1
51,11722,320,21966,Employed,5765,2,Good,0.37,0
33,1886,374,17037,Employed,8429,1,Fair,0.38,0
26,3134,759,3786,Unemployed,3039,8,Fair,0.09,1
49,9610,477,20079,Employed,8580,5,Good,0.13,1
32,5633,681,16231,Self-Employed,11598,5,Excellent,0.32,1
29,10876,336,12840,Employed,8876,4,Fair,0.47,0
50,7081,419,3052,Self-Employed,3983,3,Good,0.22,1
62,3467,300,34399,Employed,186,3,Fair,0.39,0
31,7267,610,4442,Employed,10935,1,Excellent,0.3,1
74,10253,507,2754,Employed,3428,6,Poor,0.46,0
74,19883,453,44993,Employed,10602,5,Good,0.33,1
25,6401,614,10770,Employed,7758,2,Excellent,0.6,1
25,11621,606,14499,Employed,11426,6,Good,0.69,1
44,16133,803,1025,Employed,14343,8,Fair,0.64,1
29,12207,819,25330,Employed,6754,9,Good,0.16,1
18,19561,396,11401,Employed,3388,0,Excellent,0.35,1
60,13833,789,41065,Self-Employed,14362,9,Good,0.35,1
57,13438,306,48636,Employed,5069,7,Fair,0.6,0
59,13048,311,7553,Unemployed,2934,1,Excellent,0.28,1
68,16615,813,6759,Employed,13270,0,Excellent,0.41,1
28,11343,648,8755,Employed,4371,8,Excellent,0.45,1
56,5677,306,14384,Employed,13112,1,Excellent,0.12,0
60,8711,799,30928,Employed,6934,6,Excellent,0.41,1
48,9373,774,28478,Employed,5987,6,Good,0.21,1
34,5341,823,34897,Self-Employed,6859,0,Good,0.18,1
50,7916,356,38764,Employed,3969,9,Fair,0.21,0
49,12133,532,46064,Unemployed,12186,0,Good,0.11,1
46,6385,329,33374,Employed,12764,6,Excellent,0.1,0
38,2094,666,21529,Employed,11441,5,Fair,0.47,0
38,15893,355,39409,Unemployed,2751,3,Good,0.66,0
57,4112,309,33368,Self-Employed,8173,2,Fair,0.5,0
40,13788,446,47669,Employed,1575,4,Good,0.25,1
73,19380,663,15371,Employed,6503,4,Excellent,0.27,1
23,6361,552,8369,Employed,1259,2,Good,0.4,1
39,6266,552,4895,Employed,1056,5,Excellent,0.61,1
67,4858,742,15453,Employed,5660,2,Poor,0.18,0
55,16346,639,5797,Student,8736,3,Fair,0.35,1
54,2414,815,46809,Employed,6243,2,Fair,0.37,0
62,19728,652,2828,Employed,6800,5,Good,0.66,1
68,3495,622,10727,Employed,329,8,Excellent,0.4,1
71,1594,439,13517,Employed,13376,2,Good,0.56,0
25,10184,744,17943,Self-Employed,2169,0,Good,0.11,1
58,16600,394,43838,Employed,9770,6,Excellent,0.26,1
66,1649,719,27831,Employed,3006,4,Good,0.45,1
52,18930,813,43044,Employed,14196,3,Fair,0.49,1
68,4303,449,25814,Employed,5840,2,Excellent,0.63,0
28,15966,650,9050,Employed,7145,6,Excellent,0.43,1
41,8776,415,10663,Unemployed,2523,1,Fair,0.24,0
66,2051,536,7900,Employed,10981,3,Excellent,0.4,1
38,16980,569,39355,Unemployed,4222,1,Excellent,0.51,1
68,9986,590,22796,Employed,2915,9,Good,0.56,1
19,19027,733,16784,Unemployed,13497,7,Good,0.66,1
57,18339,308,38380,Employed,9964,2,Poor,0.17,0
36,11245,774,4683,Employed,10330,4,Good,0.48,1
56,9860,821,9396,Employed,5674,3,Poor,0.18,1
45,14497,836,8347,Employed,1956,4,Good,0.26,1
34,19830,310,20984,Employed,6189,3,Good,0.14,1
23,8810,626,44097,Self-Employed,2072,7,Excellent,0.55,1
36,7317,575,24027,Employed,14177,5,Good,0.64,1
73,12068,669,18597,Employed,10588,0,Fair,0.07,1
55,9570,789,15072,Employed,13922,4,Good,0.58,1
45,2820,644,13026,Employed,11007,0,Excellent,0.21,1
19,7653,667,36859,Student,872,2,Good,0.37,1
55,8089,610,47813,Employed,7497,5,Good,0.54,1
72,17089,784,41966,Employed,6004,8,Excellent,0.38,1
54,5107,314,32041,Employed,6437,2,Poor,0.2,0
68,11817,303,31987,Employed,12533,3,Good,0.64,0
69,11932,675,4498,Employed,7333,9,Good,0.44,1
21,1900,668,33256,Employed,8448,0,Poor,0.66,0
39,18246,764,15905,Self-Employed,4917,9,Excellent,0.6,1
43,5351,832,39274,Unemployed,4032,1,Fair,0.62,1
66,11998,436,25839,Unemployed,14687,6,Excellent,0.29,1
60,1584,662,3137,Unemployed,13077,7,Excellent,0.69,1
53,3324,515,16946,Employed,3260,0,Good,0.6,0
30,13577,667,25508,Employed,7166,8,Good,0.27,1
69,17430,416,16620,Employed,8885,5,Good,0.63,1
49,14049,478,15823,Employed,7442,0,Excellent,0.54,1
34,11613,545,37633,Employed,13026,3,Excellent,0.52,1
58,16632,427,6460,Employed,4037,3,Good,0.05,1
53,10322,657,38264,Employed,7201,6,Fair,0.06,0
72,8918,377,40666,Employed,13006,0,Good,0.5,0
63,3871,592,36314,Employed,555,9,Excellent,0.23,1
36,8568,381,38697,Employed,12148,8,Good,0.09,0
52,13359,641,13722,Self-Employed,5609,0,Good,0.24,1
63,8964,637,25694,Unemployed,6642,9,Excellent,0.59,1
57,18610,395,8214,Employed,13556,2,Good,0.36,1
73,15048,444,32911,Self-Employed,9469,0,Good,0.45,1
45,8621,820,14310,Employed,5228,0,Good,0.57,1
18,11340,696,36163,Employed,14658,3,Good,0.26,1
59,5812,656,25055,Employed,12401,1,Good,0.06,1
35,9500,485,15874,Employed,9139,8,Poor,0.26,0
65,10961,842,28943,Employed,4580,0,Good,0.67,1
57,1818,450,32917,Employed,4373,2,Good,0.36,0
50,16829,618,2702,Self-Employed,14060,1,Excellent,0.42,1
29,17291,358,21058,Student,13340,0,Good,0.54,0
25,15872,309,42262,Employed,397,8,Excellent,0.12,1
41,17435,423,15537,Employed,221,4,Excellent,0.53,1
33,17201,655,13259,Employed,2365,5,Excellent,0.24,1
67,12750,645,16892,Self-Employed,14606,7,Good,0.3,1
21,3102,536,21635,Employed,1777,6,Good,0.23,1
55,10547,632,29544,Employed,4060,6,Fair,0.15,1
61,16734,316,1013,Unemployed,14733,8,Good,0.28,1
44,9032,723,45488,Employed,3954,2,Good,0.11,1
26,8866,623,43156,Employed,11714,9,Excellent,0.6,1
64,4148,322,38308,Student,5728,7,Fair,0.25,0
33,8403,758,9090,Employed,12630,5,Excellent,0.47,1
73,19742,759,3169,Employed,14716,7,Good,0.24,1
29,18986,820,45528,Employed,774,3,Excellent,0.19,1
48,15288,720,11423,Employed,339,0,Fair,0.51,1
41,3981,702,43803,Student,6,2,Good,0.46,0
72,3320,630,29452,Employed,1296,9,Fair,0.19,0
31,11771,756,9017,Self-Employed,287,2,Excellent,0.45,1
62,5184,782,44678,Employed,892,0,Good,0.05,1
42,5151,797,33948,Employed,6990,4,Good,0.16,1
51,11931,326,26993,Employed,8908,5,Excellent,0.52,0
20,11631,696,37232,Unemployed,4279,8,Good,0.32,1
41,6330,487,12611,Employed,1853,7,Excellent,0.18,1
71,8834,439,33219,Employed,569,3,Good,0.38,0
59,16119,820,31860,Employed,4718,5,Excellent,0.35,1
26,10804,391,22063,Self-Employed,14521,2,Excellent,0.46,1
43,16379,376,48574,Unemployed,8834,0,Excellent,0.1,1
37,18532,543,15065,Employed,3672,8,Good,0.58,1
57,16085,387,25324,Employed,12272,7,Excellent,0.09,1
27,1516,593,2286,Employed,14815,5,Fair,0.35,0
36,9808,394,35958,Employed,6991,2,Excellent,0.51,1
20,7976,552,42666,Employed,6773,4,Excellent,0.27,1
41,7442,698,45177,Employed,11520,8,Good,0.64,1
22,19429,353,25869,Self-Employed,2551,6,Poor,0.54,0
20,4193,542,6628,Employed,109,1,Fair,0.33,0
44,17062,409,30093,Employed,3650,5,Excellent,0.17,1
33,7759,520,47650,Unemployed,3219,8,Excellent,0.08,1
66,17079,461,1660,Student,731,9,Good,0.57,1
32,10968,334,49016,Employed,12501,0,Excellent,0.18,1
52,6442,336,20562,Employed,11235,4,Good,0.23,0
29,16151,669,4389,Employed,5693,8,Good,0.06,1
58,5288,476,44066,Employed,8759,2,Good,0.06,1
70,1871,820,36831,Employed,11240,2,Poor,0.2,0
61,8620,574,36608,Student,5556,9,Excellent,0.62,1
43,7202,404,11770,Employed,7104,8,Good,0.56,0
64,9847,455,27627,Self-Employed,11063,2,Good,0.55,1
51,4161,635,7146,Employed,9549,8,Good,0.59,1
40,8151,325,23945,Employed,13740,9,Good,0.17,1
48,6378,595,44913,Employed,13134,2,Poor,0.69,0
67,14591,836,25944,Unemployed,7263,7,Fair,0.2,1
37,5815,654,18280,Employed,14993,9,Good,0.15,1
29,11465,368,24251,Employed,1071,8,Good,0.24,1
40,9808,626,30235,Employed,7973,2,Good,0.39,1
21,7974,450,32896,Employed,7445,0,Fair,0.13,0
40,2874,619,40113,Employed,5071,8,Excellent,0.53,1
65,12895,751,14322,Employed,7370,6,Good,0.29,1
72,8893,411,8747,Employed,2246,5,Good,0.42,1
65,5903,761,33212,Employed,10747,3,Good,0.53,1
18,5046,661,45088,Employed,10568,4,Excellent,0.64,1
71,5477,502,36903,Student,1920,6,Good,0.58,1
42,10888,786,3277,Employed,14249,8,Good,0.4,1
19,10488,779,41970,Unemployed,6012,5,Excellent,0.69,1
47,5392,303,2656,Employed,8315,3,Good,0.39,0
20,15508,428,43207,Employed,6343,3,Good,0.4,1
38,4749,325,47816,Employed,74,9,Poor,0.15,0
42,1611,326,33403,Employed,1988,2,Excellent,0.15,0
37,18566,341,35531,Employed,8348,1,Excellent,0.16,1
66,19045,363,16413,Employed,13445,3,Excellent,0.43,1
69,8900,324,41633,Employed,14647,5,Poor,0.32,0
39,3879,371,7910,Employed,7287,0,Fair,0.3,0
38,14680,781,36385,Employed,3083,1,Good,0.13,1
50,9852,567,48508,Employed,3818,7,Excellent,0.3,1
69,19309,394,36522,Employed,12230,2,Good,0.3,1
55,9969,694,26504,Employed,3691,0,Fair,0.45,1
32,11248,663,9101,Employed,12171,1,Fair,0.3,0
63,11607,614,9067,Employed,13856,2,Good,0.32,1
69,14442,416,29235,Employed,5239,1,Poor,0.23,0
32,18186,463,6208,Employed,8274,3,Excellent,0.14,1
63,6033,605,47945,Employed,12980,3,Good,0.25,1
42,5781,499,15928,Employed,13539,9,Fair,0.08,1
38,6268,479,11425,Employed,3065,1,Good,0.18,0
41,18884,657,29485,Self-Employed,7954,0,Fair,0.26,1
74,13698,551,33523,Employed,2233,2,Poor,0.14,0
22,19602,598,14182,Employed,14164,3,Good,0.48,1
23,8669,729,7222,Employed,9976,5,Excellent,0.23,1
66,8861,303,15480,Student,2090,4,Good,0.45,0
60,5330,553,46057,Unemployed,5628,1,Good,0.47,1
65,4382,395,36331,Employed,4168,3,Fair,0.34,0
61,2498,466,36571,Employed,4012,5,Good,0.34,0
64,17442,630,39977,Employed,1877,3,Fair,0.43,1
40,18168,361,36061,Employed,7186,6,Poor,0.22,0
21,17746,473,19009,Employed,6308,5,Fair,0.06,1
44,4565,552,16789,Employed,2314,5,Fair,0.47,0
35,11967,760,34339,Employed,9655,9,Good,0.45,1
38,19378,514,41167,Self-Employed,5247,1,Good,0.36,1
45,13576,538,30107,Unemployed,3992,6,Poor,0.62,0
52,4043,714,27287,Employed,2914,8,Good,0.38,1
39,11533,425,16014,Self-Employed,11716,5,Fair,0.25,1
57,2901,552,9574,Employed,11564,7,Good,0.51,1
40,18329,496,39597,Employed,9533,5,Good,0.68,1
20,6022,712,18467,Employed,3934,5,Good,0.53,1
57,4051,755,44477,Unemployed,2701,3,Fair,0.64,1
67,6316,353,22914,Employed,4044,5,Good,0.12,1
27,9199,638,13361,Self-Employed,33,9,Good,0.13,1
42,4129,658,20881,Employed,2145,3,Excellent,0.15,1
69,9187,450,22880,Self-Employed,13521,9,Good,0.51,0
66,11656,399,28251,Self-Employed,6459,5,Excellent,0.3,1
25,18941,533,45016,Self-Employed,7487,0,Good,0.36,1
72,8334,843,41561,Student,12997,6,Fair,0.22,1
28,19679,361,27889,Employed,9471,1,Poor,0.53,0
22,6349,495,36365,Employed,5673,5,Good,0.6,1
62,17282,841,26979,Employed,404,8,Excellent,0.15,1
70,17327,405,49741,Employed,4711,9,Good,0.18,1
72,10931,594,14360,Self-Employed,1924,2,Good,0.27,1
54,5650,750,33602,Employed,10049,3,Good,0.23,1
73,12789,833,2403,Self-Employed,7621,4,Excellent,0.4,1
62,10996,455,37088,Self-Employed,881,7,Excellent,0.54,1
55,7970,705,41007,Employed,13500,9,Good,0.57,1
46,14757,674,15782,Employed,6023,5,Excellent,0.19,1
22,5212,754,40417,Employed,11073,7,Excellent,0.16,1
26,14221,501,15020,Self-Employed,2902,2,Fair,0.29,0
65,13995,751,8420,Employed,9789,2,Fair,0.15,1
19,13920,486,24523,Employed,10131,8,Excellent,0.11,1
18,6815,667,34637,Employed,1245,5,Good,0.21,1
57,6881,639,40210,Employed,8631,7,Good,0.31,1
68,10997,561,32453,Employed,12819,3,Excellent,0.43,1
47,14994,842,10275,Unemployed,13591,4,Good,0.52,1
28,18450,605,31052,Employed,11016,8,Good,0.19,1
45,17252,464,32061,Employed,5367,6,Good,0.58,1
61,6122,387,34741,Employed,115,4,Excellent,0.07,1
29,5632,499,32613,Employed,4500,6,Good,0.34,0
56,10330,570,26801,Employed,14309,8,Fair,0.46,1
43,8495,350,43762,Employed,9470,2,Fair,0.24,0
30,4170,788,49162,Employed,296,2,Poor,0.49,0
25,10864,497,47846,Employed,7692,3,Good,0.61,1
71,19566,322,31230,Employed,2948,9,Good,0.11,0
45,11541,522,33199,Employed,8127,6,Excellent,0.38,1
47,10554,520,18572,Employed,2605,4,Good,0.06,1
26,13137,565,6147,Unemployed,6477,4,Poor,0.23,0
56,12257,372,4443,Employed,7921,3,Excellent,0.14,1
48,9990,376,45894,Employed,1094,7,Good,0.46,0
38,13829,843,29985,Unemployed,13253,2,Excellent,0.21,1
73,2270,734,6684,Employed,14394,1,Fair,0.23,0
64,5354,364,14595,Employed,13003,3,Good,0.18,0
51,4618,656,2321,Employed,5101,7,Fair,0.21,1
72,11401,317,15810,Employed,1074,3,Excellent,0.2,1
48,18874,735,7740,Employed,15,7,Poor,0.5,1
69,18594,740,33712,Self-Employed,1527,4,Excellent,0.67,1
42,15022,308,6468,Employed,8242,8,Excellent,0.37,1
29,1538,769,14518,Employed,3199,1,Excellent,0.44,1
18,19159,647,13704,Employed,11433,7,Excellent,0.58,1
72,17502,671,1438,Self-Employed,14090,6,Excellent,0.36,1
39,6357,474,1164,Employed,9795,1,Good,0.25,1
57,17812,814,6678,Student,7800,4,Fair,0.67,1
54,2936,429,37105,Employed,11228,5,Fair,0.64,0
64,19983,592,37118,Employed,13491,8,Good,0.19,1
18,9193,652,18371,Employed,10977,7,Excellent,0.51,1
18,14718,523,36297,Self-Employed,1992,6,Excellent,0.47,1
74,5751,823,21996,Employed,2953,0,Good,0.47,1
59,10805,808,29753,Self-Employed,6471,9,Fair,0.59,1
71,12090,667,46174,Employed,5822,2,Good,0.49,1
59,9162,799,21229,Unemployed,931,0,Good,0.39,1
38,4623,389,6756,Self-Employed,2015,9,Excellent,0.6,0
32,18537,371,41873,Employed,6444,5,Good,0.22,1
34,5658,732,25603,Unemployed,7418,2,Good,0.49,1
39,10200,647,43984,Unemployed,12805,1,Good,0.51,1
55,12031,562,24308,Employed,6405,9,Excellent,0.62,1
52,11379,570,38361,Unemployed,2138,1,Excellent,0.7,1
62,7043,808,32256,Employed,4289,7,Poor,0.41,1
33,15480,807,33961,Self-Employed,3400,0,Good,0.36,1
25,16656,719,26167,Employed,9279,8,Fair,0.44,1
64,11080,371,27433,Employed,13605,6,Good,0.48,0
34,5411,373,30731,Self-Employed,12228,0,Good,0.51,0
34,15082,802,7401,Employed,8417,4,Good,0.23,1
71,12620,445,35505,Employed,8636,4,Excellent,0.37,1
43,6735,345,19445,Employed,10573,1,Good,0.29,0
30,6299,404,10882,Unemployed,12233,0,Good,0.08,0
34,15725,408,49014,Employed,11326,6,Good,0.45,1
55,18209,616,7283,Employed,1902,8,Excellent,0.62,1
34,5266,420,26970,Employed,12784,7,Good,0.65,0
65,5611,798,12360,Employed,11846,6,Good,0.39,1
31,8515,342,33235,Employed,3603,3,Excellent,0.55,0
62,8356,398,16859,Employed,9674,9,Fair,0.51,0
23,17990,610,8599,Employed,5452,6,Fair,0.2,0
52,3926,513,11428,Student,8436,7,Fair,0.09,0
63,15997,762,48185,Unemployed,10303,8,Good,0.54,1
31,12836,722,4883,Unemployed,4048,8,Excellent,0.23,1
64,6816,688,20635,Self-Employed,804,4,Fair,0.41,1
25,6862,411,38821,Employed,8043,4,Excellent,0.39,0
32,6193,571,49001,Employed,9123,5,Good,0.58,0
71,10490,401,13124,Self-Employed,1760,7,Excellent,0.47,0
44,16633,509,20398,Employed,13577,2,Good,0.6,1
30,15678,321,29062,Employed,6305,2,Fair,0.54,1
66,12129,458,34896,Employed,11308,4,Good,0.7,1
48,19895,642,48484,Employed,7998,0,Good,0.61,1
70,16251,699,40633,Employed,14092,4,Poor,0.19,1
73,1925,753,23856,Employed,8216,8,Excellent,0.67,1
52,4544,442,15407,Unemployed,14206,4,Good,0.27,1
23,12980,696,19080,Employed,4395,6,Poor,0.45,1
22,12606,835,9324,Employed,5344,9,Good,0.66,1
39,7729,440,8407,Employed,8265,8,Good,0.19,0
66,2739,539,41013,Unemployed,13427,7,Good,0.61,0
40,8066,591,38433,Employed,12439,4,Good,0.67,1
42,5713,381,5220,Employed,14916,1,Excellent,0.6,1
51,4506,470,12731,Employed,7881,4,Excellent,0.58,1
43,8525,825,12180,Employed,12262,9,Good,0.22,1
64,8058,841,23554,Employed,7982,7,Good,0.31,1
22,2684,409,13494,Employed,11354,0,Good,0.54,0
43,15930,511,12485,Employed,13873,9,Good,0.13,1
37,9602,737,1311,Employed,14195,3,Excellent,0.63,1
23,15369,621,28005,Employed,14243,0,Excellent,0.19,1
23,8616,383,27361,Employed,7456,4,Good,0.42,1
67,14437,675,39202,Employed,4187,1,Good,0.12,1
35,5883,352,16567,Self-Employed,11111,1,Good,0.17,0
21,19583,795,16980,Student,10986,6,Good,0.43,1
34,6007,555,22938,Employed,1410,3,Good,0.46,1
74,16235,519,1121,Employed,11678,1,Excellent,0.23,1
31,18019,399,34518,Student,3612,2,Fair,0.13,0
31,3525,428,7934,Self-Employed,7339,2,Excellent,0.41,0
30,6354,518,10251,Unemployed,4780,1,Poor,0.6,0
24,6867,776,31245,Employed,4467,6,Poor,0.18,1
61,4390,757,13359,Employed,13809,0,Good,0.5,1
72,5273,321,13855,Unemployed,5355,8,Good,0.3,0
32,17319,628,18628,Employed,9257,4,Fair,0.66,1
36,3028,779,25651,Employed,13460,3,Fair,0.1,1
60,13320,638,24249,Self-Employed,3995,2,Fair,0.08,1
64,6549,478,42969,Self-Employed,6868,2,Excellent,0.13,1
61,2348,720,37050,Student,11950,2,Excellent,0.56,1
52,11619,781,3275,Employed,8802,0,Excellent,0.65,1
34,11857,348,21192,Employed,7645,1,Excellent,0.58,1
52,17667,329,1765,Employed,4215,6,Excellent,0.52,1
36,13978,384,36483,Unemployed,1838,2,Good,0.09,1
37,3621,801,18881,Employed,5648,5,Good,0.19,1
53,14410,845,45906,Employed,6684,3,Fair,0.66,1
52,6181,628,45692,Unemployed,10287,9,Excellent,0.45,1
49,16255,733,30501,Employed,13697,4,Excellent,0.35,1
65,1972,548,38834,Self-Employed,6944,7,Good,0.47,0
61,19671,433,34257,Employed,7295,1,Good,0.17,1
57,1613,664,27999,Employed,3573,9,Good,0.63,0
41,15190,724,40142,Employed,7614,4,Good,0.48,1
34,7973,714,35703,Employed,5699,1,Fair,0.36,1
24,10030,811,36517,Employed,8185,8,Good,0.35,1
60,2696,684,45256,Employed,7152,1,Good,0.58,1
67,17962,687,12883,Employed,6182,0,Excellent,0.25,1
18,7517,748,10295,Employed,472,3,Fair,0.14,1
52,4152,602,28857,Employed,9348,6,Good,0.17,1
49,12332,398,41232,Self-Employed,11382,1,Excellent,0.1,1
53,6885,605,30867,Student,4419,9,Fair,0.38,0
30,16208,341,45905,Employed,8243,8,Good,0.49,1
23,18711,767,7286,Employed,7091,0,Excellent,0.66,1
31,16071,739,46763,Self-Employed,13220,0,Fair,0.54,1
54,12502,626,27290,Employed,10375,7,Good,0.43,1
65,4885,332,5149,Student,9619,4,Fair,0.61,0
32,3465,711,39616,Employed,5878,8,Fair,0.63,0
64,3927,413,41424,Employed,10408,7,Excellent,0.51,1
21,4341,807,3345,Student,10015,5,Good,0.09,1
57,8063,355,22933,Employed,6660,3,Good,0.24,0
33,15887,651,40448,Employed,4455,5,Good,0.27,1
45,7340,628,9770,Employed,5779,1,Excellent,0.7,1
33,16654,845,19082,Employed,7404,4,Good,0.35,1
21,15593,569,46555,Self-Employed,67,9,Fair,0.55,1
62,5852,495,11863,Employed,12006,2,Poor,0.58,0
43,1684,712,7984,Employed,9365,2,Good,0.47,1
45,11884,378,28503,Self-Employed,4576,0,Excellent,0.06,1
49,15819,382,39024,Employed,13726,7,Good,0.06,1
62,9937,436,40319,Employed,6056,9,Excellent,0.58,1
19,11926,838,2468,Employed,12508,2,Good,0.53,1
48,9004,605,10132,Self-Employed,8452,0,Poor,0.4,0
20,19971,610,36086,Employed,10505,3,Excellent,0.21,1
71,2100,687,38304,Self-Employed,11722,0,Good,0.11,1
25,9304,848,39115,Employed,1649,0,Good,0.16,1
41,14749,805,15462,Employed,676,0,Excellent,0.43,1
32,7037,687,47349,Self-Employed,7223,1,Good,0.4,1
60,19940,592,23323,Employed,6551,0,Poor,0.66,1
48,16185,478,19167,Employed,14804,5,Excellent,0.67,1
26,10224,728,11067,Unemployed,3939,6,Good,0.42,1
56,6584,823,4226,Employed,4338,0,Excellent,0.6,1
62,3542,611,12920,Self-Employed,10127,9,Good,0.58,0
19,18241,379,26561,Employed,6657,0,Excellent,0.54,1
25,18261,313,49040,Employed,9870,9,Excellent,0.33,1
24,14836,353,36587,Employed,9384,8,Excellent,0.3,1
73,14914,746,37738,Unemployed,10814,8,Excellent,0.22,1
61,6297,364,11258,Employed,13744,0,Poor,0.66,0
68,4807,671,32655,Employed,665,7,Good,0.59,1
56,15221,802,35873,Employed,14173,2,Fair,0.17,1
59,4096,395,19854,Self-Employed,4862,6,Poor,0.21,0
74,18667,832,49675,Unemployed,9793,0,Excellent,0.43,1
33,13295,559,21178,Self-Employed,1909,6,Fair,0.32,1
52,16484,547,20275,Self-Employed,7452,0,Fair,0.19,0
